,longitude,latitude,class
180,9.199751,45.507431,6
181,9.09303188,45.5206013,9
182,9.16285999,45.4846235,4
183,9.19397463,45.47266432,2
184,9.18292221,45.46784141,4
185,9.19569188,45.46603243,6
186,9.19956926,45.47281945,9
187,9.20614755,45.44376001,3
188,9.16900568,45.47855516,0
189,9.19512735,45.44567123,5
190,9.17976334,45.48164226,5
191,9.17830901,45.45851837,4
192,9.15290432,45.4726903,8
193,9.2053347,45.4443016,7
194,9.16909426,45.45148623,4
195,9.20512844,45.44379596,1
196,9.10598536,45.51803846,3
197,9.22414883,45.46344696,6
198,9.20527811,45.4866321,2
199,9.195283900000002,45.4810456,5
200,9.23790388,45.46095308,7
201,9.195553599999998,45.4812297,3
202,9.106619,45.518004,1
203,9.16900568,45.47855516,5
204,9.10147053,45.51884926,3
205,9.2009165,45.4767162,5
206,9.1920718,45.46448849,4
207,9.2053347,45.4443016,9
208,9.20308168,45.48234002,3
209,9.1878126,45.48258747,7
210,9.16900568,45.47855516,8
211,9.16900568,45.47855516,3
212,9.18457031,45.46494660000001,8
213,9.19003687,45.46533586,8
214,9.18045375,45.45276886,2
215,9.10147053,45.51884926,8
216,9.19913835,45.45491303,4
217,9.16900568,45.47855516,0
218,9.16900568,45.47855516,4
219,9.16718518,45.45051528,8
220,9.18444444,45.47777778,2
221,9.16900568,45.47855516,4
222,9.20576743,45.44759414,9
223,9.1997312,45.472917,2
224,9.15472222,45.48138889,0
225,9.17582115,45.45199062,3
226,9.106619,45.518004,5
227,9.17207742,45.47580585,6
228,9.19718442,45.46527927,3
229,9.16581497,45.48752618,8
230,9.16900568,45.47855516,2
231,9.1556744,45.4821247,0
232,9.1678756,45.51689202,2
233,9.096798800000002,45.5224376,7
234,9.18965298,45.48367126,7
235,9.155095,45.42937,2
236,9.20625,45.47759667,0
237,9.17680833,45.477795,7
238,9.19019468,45.4644226,4
239,9.19986262,45.4727912,5
240,9.19718442,45.46527927,6
241,9.19003687,45.46533586,7
242,9.19352083,45.4648654,2
243,9.205236,45.4787174,4
244,9.19003687,45.46533586,5
245,9.16909426,45.45148623,8
246,9.101896,45.52052800000001,4
247,9.20614755,45.44376001,9
248,9.18896861,45.47816413,4
249,9.20513828,45.48664659,3
250,9.1650781,45.4517003,8
251,9.18126083,45.45996855,0
252,9.16900568,45.47855516,1
253,9.19619016,45.46488195,1
254,9.104902,45.48652195,5
255,9.20175214,45.48065676,3
256,9.19003687,45.46533586,2
257,9.21705261,45.4491573,6
258,9.20348,45.49385,5
259,9.16909426,45.45148623,3
260,9.15073816,45.47527746,3
261,9.1795492,45.47024370000001,9
262,9.19003687,45.46533586,1
263,9.20512844,45.44379596,0
264,9.16581497,45.48752618,2
265,9.19052357,45.46454612,5
266,9.1716031,45.4689535,5
267,9.21099392,45.48960327,5
268,9.16909426,45.45148623,1
269,9.19606863,45.46491237,0
270,9.2305116,45.45615206,9
271,9.16609099,45.47872001,7
272,9.17976334,45.48164226,0
273,9.175554,45.452098,3
274,9.18062257,45.45349365,5
275,9.19834439,45.47778819,7
276,9.17765728,45.4512551,4
277,9.18062257,45.45349365,1
278,9.1952316,45.465879,5
279,9.18961167,45.476275,7
280,9.17851379,45.48150772,9
281,9.17851379,45.48150772,9
282,9.17851379,45.48150772,2
283,9.14847578,45.48567873,5
284,9.1812302,45.46927379,4
285,9.1771358,45.4475673,7
286,9.18103839,45.46862079,8
287,9.16703475,45.47916739,1
288,9.106619,45.518004,9
289,9.10147053,45.51884926,1
290,9.174141,45.5067029,5
291,9.10708666,45.51696286,7
292,9.106619,45.518004,8
293,9.1629591,45.464944,9
294,9.1845498,45.47784004,1
295,9.19718442,45.46527927,6
296,9.20634272,45.44880973,2
297,9.16909426,45.45148623,1
298,9.16557217,45.45049826,5
299,9.18549381,45.47177419,7
300,9.1920718,45.46448849,0
301,9.16557217,45.45049826,3
302,9.1070584,45.5201113,4
303,9.20639476,45.47827574,4
304,9.18965298,45.48367126,9
305,9.20527811,45.4866321,8
306,9.106619,45.518004,7
307,9.18716151,45.46370873,9
308,9.18716151,45.46370873,8
309,9.17603739,45.45344216,0
310,9.20305556,45.45166667,9
311,9.1070201,45.5201014,5
312,9.16658427,45.47914139,1
313,9.09303188,45.5206013,2
314,9.202390800000002,45.479956,6
315,9.21960152,45.48862518,1
316,9.17785968,45.45035792,4
317,9.18169498,45.46584955,6
318,9.1920718,45.46448849,9
319,9.18647685,45.44872122,5
320,9.13804801,45.4527025,2
321,9.1875,45.48472222,7
322,9.153818800000002,45.4551498,2
323,9.17976334,45.48164226,2
324,9.20512844,45.44379596,8
325,9.16909426,45.45148623,7
326,9.1757196,45.45130285,2
327,9.17733432,45.45255446,1
328,9.19003687,45.46533586,2
329,9.17048582,45.46605485,6
330,9.19003687,45.46533586,0
331,9.18187677,45.47305864,1
332,9.09303188,45.5206013,2
333,9.10921097,45.51653435,2
334,9.211938900000002,45.462185,7
335,9.096193800000002,45.5216853,3
336,9.18417347,45.47631335,4
337,9.19400271,45.46377295,1
338,9.17519292,45.48470309,4
339,9.0949081,45.5209994,9
340,9.23425833,45.50656333,8
341,9.20495258,45.48605836,5
342,9.2351963,45.4759489,0
343,9.18715638,45.48178107,2
344,9.18984,45.4412,4
345,9.19553217,45.4678677,5
346,9.18291016,45.431169,9
347,9.13060168,45.50994037,0
348,9.20633819,45.48775966,7
349,9.18999,45.4661102,2
350,9.18999,45.4661102,4
351,9.17039236,45.46596727,0
352,9.13059774,45.50991081,5
353,9.13059774,45.50991081,0
354,9.22758881,45.4658326,6
355,9.21540805,45.49530517,5
356,9.19718442,45.46527927,7
357,9.19718442,45.46527927,2
358,9.17733432,45.45255446,6
359,9.21406705,45.5246981,0
360,9.218859,45.457514,1
361,9.19520428,45.44432293,1
362,9.15571802,45.49409167,8
363,9.22223067,45.47073016,5
364,9.18103839,45.46862079,1
365,9.2235485,45.4973473,3
366,9.2235485,45.4973473,6
367,9.13059774,45.50991081,3
368,9.19052357,45.46454612,7
369,9.16929047,45.49783223,2
370,9.13804686,45.45282101,1
371,9.13059774,45.50991081,4
372,9.17562129,45.45819829,2
373,9.1997479,45.4836144,6
374,9.18428302,45.48263415,1
375,9.13059774,45.50991081,9
376,9.11531886,45.47918923,5
377,9.17947899,45.44156784,6
378,9.2027095,45.4878306,0
379,9.2025785,45.4877887,8
380,9.18965298,45.48367126,8
381,9.13789746,45.45270461,1
382,9.1831437,45.45216554,5
383,9.205459,45.450726,3
384,9.19024087,45.46424208,6
385,9.19039138,45.46522116,0
386,9.16909426,45.45148623,9
387,9.19718442,45.46527927,0
388,9.17169,45.44627,1
389,9.18057009,45.45759888,6
390,9.179867,45.458918,1
391,9.18110917,45.45985289,0
392,9.23639,45.4808,6
393,9.18778046,45.48184299,7
394,9.13059774,45.50991081,1
395,9.20850772,45.46769208,0
396,9.15497678,45.44710851,9
397,9.2144839,45.4960288,1
398,9.10979324,45.51761154,3
399,9.18778046,45.48184299,1
400,9.13059774,45.50991081,5
401,9.1378936,45.45270367,7
402,9.10979324,45.51761154,2
403,9.10708666,45.51696286,5
404,9.10847159,45.51653652,0
405,9.10708666,45.51696286,9
406,9.22554494,45.46073532,3
407,9.20081,45.47264000000001,8
408,9.13796732,45.45264574,4
409,9.1812302,45.46927379,7
410,9.18778046,45.48184299,1
411,9.2133915,45.4900151,3
412,9.08775751,45.47490124,4
413,9.18967724,45.46422423,3
414,9.13784388,45.45277289,9
415,9.2134105,45.49001810000001,4
416,9.2134105,45.49001810000001,0
417,9.21367289,45.48261981,7
418,9.10853333,45.51828333,7
419,9.20703697,45.46538094,4
420,9.21367289,45.48261981,9
421,9.10345833,45.51861167,1
422,9.10147053,45.51884926,2
423,9.09303188,45.5206013,9
424,9.11050501,45.51747152,6
425,9.17590493,45.45277899,9
426,9.19003687,45.46533586,8
427,9.1237159,45.47814769,2
428,9.10702229,45.52105233,1
429,9.18778046,45.48184299,5
430,9.172243,45.451275,7
431,9.18967724,45.46422423,2
432,9.209536,45.457526,2
433,9.1863656,45.49721151,8
434,9.10847159,45.51653652,4
435,9.20308168,45.48234002,5
436,9.199678,45.4836441,3
437,9.19266997,45.47047974,3
438,9.20547657,45.4773436,8
439,9.10324574,45.51920308,8
440,9.1920718,45.46448849,2
441,9.18886825,45.4755183,4
442,9.19052357,45.46454612,6
443,9.17582115,45.45199062,6
444,9.19540374,45.46809957,5
445,9.24116208,45.43398852,1
446,9.1997418,45.4835936,2
447,9.19296837,45.48098032,0
448,9.24581034,45.49299804,7
449,9.1920381,45.4720482,7
450,9.18967724,45.46422423,4
451,9.18967724,45.46422423,4
452,9.20614755,45.44376001,8
453,9.1920718,45.46448849,2
454,9.09793382,45.5229441,6
455,9.10147053,45.51884926,1
456,9.19003687,45.46533586,9
457,9.18999,45.4661102,5
458,9.19275276,45.47050887,8
459,9.22088488,45.50003017,1
460,9.1920718,45.46448849,6
461,9.20513828,45.48664659,9
462,9.15828134,45.48783655,8
463,9.17582115,45.45199062,4
464,9.19052357,45.46454612,6
465,9.18967724,45.46422423,9
466,9.16313097,45.46021191,5
467,9.23443239,45.45697613,3
468,9.16915592,45.4539958,0
469,9.15800556,45.48149722,0
470,9.20504267,45.45684398,6
471,9.180157,45.45307057,0
472,9.2305116,45.45615206,4
473,9.18967724,45.46422423,9
474,9.22500428,45.48243287,0
475,9.21388889,45.51194444,8
476,9.1903,45.4642,2
477,9.13059774,45.50991081,1
478,9.16712969,45.48215106,5
479,9.13059774,45.50991081,2
480,9.2112651,45.45651987,4
481,9.1920718,45.46448849,8
482,9.18909897,45.48966982,0
483,9.12409217,45.45095732,9
484,9.13059774,45.50991081,6
485,9.21192423,45.52157692,9
486,9.19126148,45.46520105,9
487,9.1891501,45.47003970000001,1
488,9.199727,45.507437,2
489,9.2486986,45.50929318,2
490,9.1761248,45.4655895,9
491,9.167544,45.443279,2
492,9.09303188,45.5206013,9
493,9.1795492,45.47024370000001,1
494,9.19074701,45.45100105,7
495,9.09303188,45.5206013,2
496,9.1997312,45.472917,6
497,9.17733432,45.45255446,3
498,9.17387527,45.47241534,6
499,9.18438775,45.47763854,9
500,9.20512844,45.44379596,5
501,9.18730051,45.48166774,0
502,9.16581497,45.48752618,0
503,9.20527811,45.4866321,8
504,9.20600339,45.43816094,8
505,9.15800556,45.48149722,8
506,9.18169498,45.46584955,0
507,9.19400271,45.46377295,5
508,9.19400271,45.46377295,8
509,9.1900532,45.4655726,8
510,9.20994418,45.47972626,1
511,9.20527811,45.4866321,6
512,9.21079497,45.48027297,7
513,9.2268059,45.5160582,9
514,9.22414883,45.46344696,5
515,9.17275,45.4758,9
516,9.20032975,45.47391654,1
517,9.21079497,45.48027297,8
518,9.1920381,45.4720482,7
519,9.20527811,45.4866321,0
520,9.23958687,45.50742477,1
521,9.20512844,45.44379596,1
522,9.18690173,45.48269742,5
523,9.18965298,45.48367126,5
524,9.17659124,45.47342038,1
525,9.21079497,45.48027297,7
526,9.17733432,45.45255446,7
527,9.10514918,45.48062492,5
528,9.09793382,45.5229441,2
529,9.19539525,45.46934955,7
530,9.20308168,45.48234002,7
531,9.25149889,45.48029883,7
532,9.25149889,45.48029883,1
533,9.16559767,45.46991055,0
534,9.20171,45.48502,1
535,9.09303188,45.5206013,5
536,9.21213335,45.48141406,0
537,9.20162432,45.46831332,5
538,9.173391,45.459408,3
539,9.21193785,45.45108562,7
540,9.198376,45.467017,4
541,9.160699,45.467267,2
542,9.17160566,45.47652191,4
543,9.17603739,45.45344216,2
544,9.1888563,45.47540246,7
545,9.17603739,45.45344216,5
546,9.195757,45.48166909,1
547,9.17733432,45.45255446,7
548,9.18480304,45.46642906,6
549,9.19838527,45.46307775,9
550,9.17283454,45.45153057,1
551,9.17733432,45.45255446,0
552,9.21959791,45.46223401,1
553,9.1920718,45.46448849,1
554,9.19074,45.4652,9
555,9.20308168,45.48234002,4
556,9.15435767,45.45589021,9
557,9.18542977,45.46591209,8
558,9.184220300000002,45.4781685,3
559,9.20512844,45.44379596,9
560,9.20512844,45.44379596,3
561,9.1888563,45.47540246,9
562,9.1580446,45.44901024,6
563,9.18709908,45.48181562,8
564,9.16222126,45.48583979,8
565,9.218215,45.487228,5
566,9.16581497,45.48752618,1
567,9.19718442,45.46527927,0
568,9.19052357,45.46454612,0
569,9.1920718,45.46448849,4
570,9.10801117,45.52125333,0
571,9.19002056,45.46569906,6
572,9.19718442,45.46527927,6
573,9.19003687,45.46533586,0
574,9.09303188,45.5206013,8
575,9.20171,45.48502,8
576,9.2073076,45.4624419,7
577,9.14649126,45.45008661,6
578,9.20308168,45.48234002,5
579,9.17410829,45.45301895,6
580,9.20171,45.48502,9
581,9.2152397,45.44974832,8
582,9.17343328,45.47332672,5
583,9.09793382,45.5229441,3
584,9.21079497,45.48027297,3
585,9.20308168,45.48234002,2
586,9.1795492,45.47024370000001,1
587,9.1920381,45.4720482,7
588,9.15517537,45.44653093,2
589,9.16852443,45.47020506,2
590,9.18442098,45.47768645,3
591,9.21079497,45.48027297,1
592,9.15286525,45.4672314,8
593,9.18505727,45.48039960000001,1
594,9.16972941,45.45880398,9
595,9.208197,45.4772903,4
596,9.21186116,45.45112874,1
597,9.21426783,45.48401727,2
598,9.17186196,45.45112741,7
599,9.2037183,45.4798983,4
600,9.18169498,45.46584955,9
601,9.17167601,45.45127653,5
602,9.19052357,45.46454612,6
603,9.1630398,45.4649745,5
604,9.20453279,45.48416513,2
605,9.18886014,45.47532255,7
606,9.2029064,45.4785187,0
607,9.19003687,45.46533586,4
608,9.2007245,45.4623128,4
609,9.19166463,45.46478948,9
610,9.1834767,45.47668591,7
611,9.16581497,45.48752618,7
612,9.17492109,45.45044453,4
613,9.17478691,45.47740924,2
614,9.21540805,45.49530517,0
615,9.1920381,45.4720482,9
616,9.15422533,45.45594866,2
617,9.18237358,45.40770647,6
618,9.208431,45.462286,3
619,9.1920718,45.46448849,8
620,9.1042618,45.518823,0
621,9.1920718,45.46448849,1
622,9.19205574,45.46137363,4
623,9.10026375,45.52088958,4
624,9.20147426,45.44883451,8
625,9.1871223,45.4539188,0
626,9.20527811,45.4866321,6
627,9.18448867,45.4783295,3
628,9.15422533,45.45594866,0
629,9.08778878,45.47495306,2
630,9.08777586,45.47491305,9
631,9.2069277,45.47871755,8
632,9.16189443,45.45158728,2
633,9.21729937,45.47522932,1
634,9.12705839,45.51717335,6
635,9.1591158,45.44885479999999,7
636,9.16708135,45.45048248,1
637,9.2118679,45.4511032,7
638,9.18679118,45.48484195,1
639,9.18267524,45.46314826,3
640,9.11385655,45.44515337,9
641,9.222226199999998,45.4680393,3
642,9.23975685,45.49771146,0
643,9.20687118,45.47153229,1
644,9.19531407,45.46539507,2
645,9.19531407,45.46539507,0
646,9.11173333,45.49251303,7
647,9.19531407,45.46539507,7
648,9.19003687,45.46533586,9
649,9.24037395,45.45402988,6
650,9.18438775,45.47763854,1
651,9.20804924,45.49478364,6
652,9.19531407,45.46539507,0
653,9.15583275,45.49416288,4
654,9.19003687,45.46533586,9
655,9.20806008,45.49479455,3
656,9.18457031,45.46494660000001,3
657,9.19003687,45.46533586,3
658,9.19414625,45.45082196,9
659,9.23896202,45.49252439,4
660,9.17371201,45.47290975,6
661,9.1920718,45.46448849,8
662,9.15943889,45.50234255,7
663,9.234905,45.47847705,0
664,9.17659124,45.47342038,3
665,9.18615539,45.46547933,2
666,9.1892886,45.4976869,3
667,9.1893095,45.4976843,1
668,9.1893046,45.4976833,3
669,9.189249,45.49768870000001,2
670,9.1891209,45.4976778,9
671,9.189119300000002,45.49767620000001,9
672,9.189879,45.483845,6
673,9.18431343,45.47767708,2
674,9.17733432,45.45255446,5
675,9.17733432,45.45255446,2
676,9.1920718,45.46448849,5
677,9.18383333,45.45483333,0
678,9.06706117,45.48926167,4
679,9.1920718,45.46448849,9
680,9.21838586,45.4545045,3
681,9.12367604,45.47816609,2
682,9.21866949,45.45465542,5
683,9.19096886,45.49884595,8
684,9.18169498,45.46584955,2
685,9.15638643,45.46263917,1
686,9.1891267,45.49768020000001,1
687,9.1890545,45.4976673,5
688,9.20967995,45.51159224,9
689,9.2056186,45.495387,1
690,9.17659124,45.47342038,8
691,9.16950923,45.45047919,0
692,9.20967995,45.51159224,2
693,9.1888731,45.48628,3
694,9.15623999,45.46428893,8
695,9.18908149,45.47003981,1
696,9.18942776,45.46437325,0
697,9.18896861,45.47816413,9
698,9.19718442,45.46527927,9
699,9.1899699,45.4644245,2
700,9.14588183,45.47914607,7
701,9.20479593,45.45684475,5
702,9.16580814,45.5239908,5
703,9.18730405,45.48186876,5
704,9.15617482,45.46455002,0
705,9.1512214,45.4577065,6
706,9.20440596,45.46828055,3
707,9.10708666,45.51696286,9
708,9.18851,45.4419,9
709,9.18431343,45.47767708,3
710,9.1812302,45.46927379,6
711,9.223132,45.48378,6
712,9.17572443,45.48228531,8
713,9.223143,45.483883,2
714,9.1920718,45.46448849,6
715,9.2299446,45.4631999,7
716,9.17361052,45.45170257,2
717,9.17582115,45.45199062,4
718,9.2344,45.4798,2
719,9.17603739,45.45344216,4
720,9.17603739,45.45344216,5
721,9.1920718,45.46448849,6
722,9.1901966,45.46190209,0
723,9.15420103,45.4443214,4
724,9.1920718,45.46448849,3
725,9.18901847,45.46649049,8
726,9.20956518,45.47467354,6
727,9.13780834,45.45280283,8
728,9.10702229,45.52105233,7
729,9.13791755,45.45265868,7
730,9.20954188,45.47468353,6
731,9.1824195,45.50207271,2
732,9.20171,45.48502,6
733,9.19115419,45.47319723,2
734,9.18967724,45.46416403,1
735,9.19554167,45.45095833,3
736,9.2051225,45.45686063,6
737,9.1813596,45.43492468,6
738,9.198324,45.467442,5
739,9.17603739,45.45344216,9
740,9.14526539,45.47741554,9
741,9.17746694,45.47360316,4
742,9.1920381,45.4720482,1
743,9.1512657,45.4577117,9
744,9.2344,45.4798,9
745,9.21960152,45.48862518,4
746,9.19115419,45.47319723,6
747,9.187826,45.479527,7
748,9.1871095,45.4539443,8
749,9.18965298,45.48367126,8
750,9.1757196,45.45130285,0
751,9.187095800000002,45.45392639999999,9
752,9.1871059,45.4539254,5
753,9.18018758,45.45248069,6
754,9.18965298,45.48367126,2
755,9.18965298,45.48367126,8
756,9.17961678,45.45799109,2
757,9.18414011,45.47171457,6
758,9.15448565,45.44670087,0
759,9.18099072,45.4576973,3
760,9.17599083,45.45200882,3
761,9.19180865,45.46485286,0
762,9.17830544,45.4717648,2
763,9.16862465,45.46419402,7
764,9.18687,45.48658,3
765,9.19039138,45.46522116,6
766,9.1899699,45.4644245,0
767,9.2344,45.4798,3
768,9.16095184,45.45391276,3
769,9.20574714,45.47512441,1
770,9.1812302,45.46927379,0
771,9.20118432,45.45914344,5
772,9.1812302,45.46927379,3
773,9.178594,45.469911,4
774,9.18846136,45.46258688,4
775,9.18846136,45.46258688,2
776,9.20572627,45.48732668,4
777,9.2,45.4667,3
778,9.2,45.4667,2
779,9.1630398,45.4649745,4
780,9.18129906,45.46075224,5
781,9.17836857,45.46445884,6
782,9.14469475,45.47750914,1
783,9.13784016,45.45273282,8
784,9.129844,45.474938,2
785,9.1261823,45.4889841,1
786,9.168880499999998,45.4344406,4
787,9.16656144,45.45773275,8
788,9.09303188,45.5206013,0
789,9.22964312,45.46024973,0
790,9.08777806,45.4749595,7
791,9.21031681,45.4890375,7
792,9.19668905,45.45130492,1
793,9.17111111,45.46583333,1
794,9.199718,45.507426,7
795,9.23692331,45.50462281,6
796,9.20014146,45.45346389,4
797,9.16470022,45.48992321,5
798,9.17694444,45.46805556,1
799,9.17738199,45.47355411,5
800,9.16463801,45.5047556,3
801,9.18965298,45.48367126,3
802,9.19190884,45.46420918,8
803,9.20147426,45.44883451,4
804,9.15061687,45.48489425,9
805,9.20114407,45.45908881,3
806,9.1737843,45.4565419,7
807,9.24243082,45.41061074,4
808,9.1871035,45.4539314,1
809,9.16066155,45.46991592,7
810,9.24243082,45.41061074,2
811,9.187115,45.4539544,7
812,9.15172895,45.45013607,8
813,9.14866173,45.46654871,4
814,9.19256389,45.47988889,2
815,9.18965298,45.48367126,3
816,9.16581497,45.48752618,8
817,9.2116489,45.4455324,3
818,9.1906832,45.48105559,4
819,9.19229475,45.46633864,8
820,9.20614755,45.44376001,2
821,9.13819516,45.45269435,9
822,9.20633628,45.45395242,5
823,9.18720673,45.48247661,8
824,9.19052357,45.46454612,6
825,9.19909868,45.43230756,6
826,9.12367604,45.47816609,6
827,9.1899699,45.4644245,2
828,9.14806167,45.44960674,7
829,9.24461307,45.47388867,0
830,9.18438775,45.47763854,7
831,9.1917518,45.46538584,7
832,9.18772504,45.48059503,4
833,9.1690536,45.4630404,1
834,9.21385444,45.51814944,5
835,9.2,45.4667,9
836,9.23501963,45.4948449,4
837,9.18720673,45.48247661,1
838,9.10324574,45.51920308,4
839,9.17371201,45.47290975,2
840,9.1920381,45.4720482,0
841,9.18992,45.47918667,9
842,9.1947203,45.4802208,0
843,9.20224167,45.47285,6
844,9.21860511,45.47083107,8
845,9.191473,45.466804,5
846,9.10271508,45.51897786,5
847,9.10271508,45.51897786,3
848,9.18720673,45.48247661,2
849,9.16313097,45.46021191,6
850,9.19531407,45.46539507,0
851,9.20163341,45.48468403,2
852,9.15643215,45.49327469,7
853,9.18292221,45.46784141,7
854,9.1237159,45.47814769,4
855,9.10324574,45.51920308,3
856,9.16189443,45.45158728,6
857,9.19077332,45.48932851,5
858,9.20527811,45.4866321,8
859,9.1997312,45.472917,3
860,9.1757196,45.45130285,9
861,9.21079497,45.48027297,8
862,9.203780900000002,45.4865893,6
863,9.21079497,45.48027297,2
864,9.2040237,45.4864954,8
865,9.20171,45.48502,7
866,9.1059802,45.5190982,3
867,9.19360338,45.52435887,3
868,9.17385,45.45297,6
869,9.19718442,45.46527927,0
870,9.20308168,45.48234002,9
871,9.2,45.4667,7
872,9.19718442,45.46527927,9
873,9.16677413,45.44418155,7
874,9.173391,45.459408,3
875,9.10324574,45.51920308,4
876,9.10271508,45.51897786,2
877,9.22794342,45.4954955,2
878,9.2118679,45.4511032,9
