,longitude,latitude,class
879,9.18922663,45.46430701,7
880,9.19360338,45.52435887,1
881,9.21480128,45.47550894,9
882,9.18846136,45.46258688,2
883,9.10702229,45.52105233,6
884,9.18722577,45.48296135,4
885,9.10936047,45.51703417,5
886,9.19427102,45.44924783,2
887,9.10898448,45.51855298,3
888,9.231386,45.4671421,5
889,9.185943,45.489901,9
890,9.147737800000002,45.45211515,3
891,9.19338366,45.48584584,6
892,9.14770422,45.45209373,9
893,9.14772302,45.45218258,0
894,9.187963,45.47955200000001,1
895,9.17582115,45.45199062,0
896,9.20308168,45.48234002,2
897,9.21335721,45.45436864,0
898,9.18441812,45.46879777,3
899,9.22188961,45.44732595,1
900,9.18542977,45.46591209,1
901,9.17568611,45.47337222,8
902,9.21061088,45.48368483,8
903,9.20513828,45.48664659,6
904,9.18846136,45.46258688,5
905,9.18846136,45.46258688,5
906,9.15968029,45.48772861,9
907,9.17519292,45.48470309,7
908,9.15367297,45.46924357,8
909,9.16782583,45.47813852,6
910,9.19419525,45.47138197,5
911,9.20802595,45.4643873,6
912,9.19531407,45.46539507,5
913,9.1899699,45.4644245,4
914,9.1975,45.46666667,3
915,9.171450300000002,45.48706323,5
916,9.19345555,45.46473889,8
917,9.24461307,45.47388867,1
918,9.18975904,45.48824267,8
919,9.2433004,45.4841385,8
920,9.21866787,45.48872574,8
921,9.17238764,45.46593606,3
922,9.18103839,45.46862079,4
923,9.1961,45.4866,8
924,9.1476673,45.45220661,3
925,9.15987382,45.48091677,9
926,9.15448565,45.44670087,9
927,9.14769335,45.45209515,5
928,9.227254,45.478168,7
929,9.16775642,45.45277794,8
930,9.16348951,45.45385418,9
931,9.1920718,45.46448849,8
932,9.18618013,45.47222988,0
933,9.1475622,45.45201621,3
934,9.1997312,45.472917,7
935,9.19023081,45.46196294,1
936,9.14762987,45.45213905,1
937,9.14766788,45.45208087,1
938,9.1997312,45.472917,2
939,9.18846136,45.46258688,1
940,9.18846136,45.46258688,2
941,9.20130294,45.45916003,0
942,9.17693649,45.46302094,6
943,9.1920381,45.4720482,3
944,9.14772291,45.45213613,6
945,9.14770947,45.45211897,0
946,9.14745592,45.45211634,3
947,9.2515569,45.5049149,4
948,9.1903,45.4642,6
949,9.189194,45.4976917,9
950,9.189198800000002,45.4976929,9
951,9.21079497,45.48027297,9
952,9.17163397,45.47628037,2
953,9.14767515,45.45211472,4
954,9.19003687,45.46533586,5
955,9.14770385,45.45220157,6
956,9.14752917,45.45218243,2
957,9.17387527,45.47241534,8
958,9.14761534,45.45222174,1
959,9.17387527,45.47241534,1
960,9.18169498,45.46584955,0
961,9.20527811,45.4866321,0
962,9.18078558,45.46562670000001,4
963,9.18864911,45.44948794,0
964,9.19456565,45.47537267,8
965,9.14750311,45.45207812,5
966,9.18292221,45.46784141,1
967,9.1968238,45.45136345,9
968,9.19610652,45.46408592,7
969,9.10271508,45.51897786,7
970,9.13764844,45.48871342,6
971,9.178325,45.46596667,4
972,9.20274225,45.45182967,9
973,9.19077727,45.46493986,8
974,9.17657547,45.4339292,7
975,9.19030237,45.46589113,5
976,9.1899699,45.4644245,9
977,9.21540805,45.49530517,4
978,9.1899699,45.4644245,7
979,9.16558931,45.45171611,5
980,9.10458584,45.51777418,7
981,9.209751,45.48118,5
982,9.17694444,45.46805556,7
983,9.1920381,45.4720482,8
984,9.19986181,45.44723636,8
985,9.16972402,45.45146262,1
986,9.16895575,45.50023469,5
987,9.16673265,45.50580004,9
988,9.18975886,45.46867459,5
989,9.18976863,45.46851339,6
990,9.1892596,45.4976873,4
991,9.20147426,45.44883451,1
992,9.1630398,45.4649745,9
993,9.23172624,45.47483606,8
994,9.16212559,45.44194667,2
995,9.09797137,45.52137155,8
996,9.1899699,45.4644245,0
997,9.21522296,45.48773958,1
998,9.25531202,45.45048511,6
999,9.18404648,45.46691761,6
